編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位
409,嘉義縣政府政風處-檔案下載-檔案下載,嘉義縣政府,嘉義縣政府,,,,12,178,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
410,嘉義縣政府政風處-檔案下載-便民服務,嘉義縣政府,嘉義縣政府,,,,26,254,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
411,嘉義縣政府政風處-相關連結,嘉義縣政府,嘉義縣政府,,,,22,190,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
412,嘉義縣政府經濟發展處_新聞資訊,嘉義縣政府,嘉義縣政府,,,,18,147,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
413,嘉義縣政府經濟發展處-最新訊息-公告資訊,嘉義縣政府,嘉義縣政府,,,,21,254,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
414,嘉義縣政府經濟發展處-最新訊息-徵才資訊,嘉義縣政府,嘉義縣政府,,,,22,194,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
415,嘉義縣政府經濟發展處-最新訊息-活動資訊,嘉義縣政府,嘉義縣政府,,,,18,221,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
416,嘉義縣政府經濟發展處-業務項目-資訊公開專區,嘉義縣政府,嘉義縣政府,,,,9,150,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
417,嘉義縣政府經濟發展處-便民服務-檔案下載,嘉義縣政府,嘉義縣政府,,,,20,183,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
418,嘉義縣政府經濟發展處-便民服務-服務項目,嘉義縣政府,嘉義縣政府,,,,21,216,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
419,嘉義縣政府經濟發展處-活動花絮,嘉義縣政府,嘉義縣政府,,,,17,162,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
420,嘉義縣政府經濟發展處-公共建築物無障礙專區-最新消息,嘉義縣政府,嘉義縣政府,,,,17,244,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
421,嘉義縣政府經濟發展處-公共建築物無障礙專區-無障礙設計法令,嘉義縣政府,嘉義縣政府,,,,16,172,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
422,嘉義縣政府經濟發展處-公共建築物無障礙專區-表單下載,嘉義縣政府,嘉義縣政府,,,,17,173,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
423,嘉義縣政府經濟發展處-公共建築物無障礙專區-公告,嘉義縣政府,嘉義縣政府,,,,16,169,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
424,嘉義縣政府經濟發展處-公共建築物無障礙專區-相關網站,嘉義縣政府,嘉義縣政府,,,,21,214,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
425,嘉義縣政府經濟發展處-建物公安專區-建物公安法令,嘉義縣政府,嘉義縣政府,,,,22,176,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
426,嘉義縣政府地政處-訊息發布-公告資訊,嘉義縣政府,嘉義縣政府,,,,18,187,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
427,嘉義縣政府地政處_主題專區,嘉義縣政府,嘉義縣政府,,,,20,178,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
428,嘉義縣政府地政處-訊息發布-活動看板,嘉義縣政府,嘉義縣政府,,,,13,178,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
429,嘉義縣政府地政處-訊息發布-縣府新聞,嘉義縣政府,嘉義縣政府,,,,14,209,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
430,嘉義縣政府地政處_徵才資訊,嘉義縣政府,嘉義縣政府,,,,12,180,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
431,嘉義縣政府地政處-便民服務-檔案下載,嘉義縣政府,嘉義縣政府,,,,15,184,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
432,嘉義縣政府地政處-便民服務-便民服務,嘉義縣政府,嘉義縣政府,,,,35,264,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
433,嘉義縣政府地政處-便民服務-資訊公開專區,嘉義縣政府,嘉義縣政府,,,,18,181,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
434,嘉義縣政府地政處-地政專區-地籍清理專區-地籍清理Q＆A,嘉義縣政府,嘉義縣政府,,,,20,200,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
435,嘉義縣政府地政處-地政專區-逾期未辦繼承-Q&A,嘉義縣政府,嘉義縣政府,,,,19,207,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
436,嘉義縣政府地政處-相關網站,嘉義縣政府,嘉義縣政府,,,,16,200,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
437,嘉義縣政府工商服務投資網-工商訊息-最新消息,嘉義縣政府,嘉義縣政府,,,,14,223,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
438,嘉義縣政府工商服務投資網-工商訊息-法令更新,嘉義縣政府,嘉義縣政府,,,,12,174,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
439,嘉義縣政府工商服務投資網-產業動態-產業新訊,嘉義縣政府,嘉義縣政府,,,,18,190,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
440,嘉義縣政府工商服務投資網-產業動態-產經活動,嘉義縣政府,嘉義縣政府,,,,19,178,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
441,嘉義縣政府工商服務投資網-服務專區-常見問題,嘉義縣政府,嘉義縣政府,,,,19,195,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
442,嘉義縣政府工商服務投資網-服務專區-相關連結,嘉義縣政府,嘉義縣政府,,,,18,170,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
443,嘉義縣政府建設處-最新訊息-新聞資訊,嘉義縣政府,嘉義縣政府,,,,19,199,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
444,嘉義縣政府建設處-最新訊息-公告資訊,嘉義縣政府,嘉義縣政府,,,,22,311,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
445,嘉義縣政府建設處_徵才資訊,嘉義縣政府,嘉義縣政府,,,,12,186,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
446,嘉義縣政府建設處-最新訊息-活動資訊,嘉義縣政府,嘉義縣政府,,,,12,174,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
447,嘉義縣政府建設處-業務項目-資訊公開專區,嘉義縣政府,嘉義縣政府,,,,19,161,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
448,嘉義縣政府建設處-便民服務-服務項目,嘉義縣政府,嘉義縣政府,,,,18,351,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
449,嘉義縣政府建設處-相關網站,嘉義縣政府,嘉義縣政府,,,,20,323,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
450,嘉義縣政府建設處-檔案下載-檔案下載,嘉義縣政府,嘉義縣政府,,,,13,242,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
451,嘉義縣政府人事處-員工協助專區-心情溫度計,嘉義縣政府,嘉義縣政府,,,,18,166,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
452,嘉義縣政府人事處-員工協助專區-抒發己見,嘉義縣政府,嘉義縣政府,,,,26,210,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
453,嘉義縣政府人事處-員工協助專區-觸動心網,嘉義縣政府,嘉義縣政府,,,,18,169,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
454,嘉義縣政府人事處-員工協助專區-Q&A,嘉義縣政府,嘉義縣政府,,,,19,195,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
455,嘉義縣政府人事處-員工協助專區-相關計畫與表件,嘉義縣政府,嘉義縣政府,,,,25,195,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
456,嘉義縣政府人事處-公告訊息,嘉義縣政府,嘉義縣政府,,,,16,213,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
457,嘉義縣政府人事處-創新服務-人事業務標準作業流程,嘉義縣政府,嘉義縣政府,,,,16,226,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
458,嘉義縣政府人事處-創新服務-人事人員專區,嘉義縣政府,嘉義縣政府,,,,21,329,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
459,嘉義縣政府人事處-創新服務-文康活動專區,嘉義縣政府,嘉義縣政府,,,,21,207,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
460,嘉義縣政府人事處-創新服務-分層負責明細表,嘉義縣政府,嘉義縣政府,,,,24,264,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
461,嘉義縣政府人事處-創新服務-常用表格,嘉義縣政府,嘉義縣政府,,,,14,215,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
462,嘉義縣政府人事處-徵才公告-徵才公告,嘉義縣政府,嘉義縣政府,,,,26,488,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
463,嘉義縣政府人事處-WebHR公告區,嘉義縣政府,嘉義縣政府,,,,21,240,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
464,嘉義縣政府人事處-便民服務-便民服務,嘉義縣政府,嘉義縣政府,,,,24,166,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
465,嘉義縣政府人事處-便民服務-資訊公開專區,嘉義縣政府,嘉義縣政府,,,,20,152,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
466,嘉義縣政府人事處-檔案下載,嘉義縣政府,嘉義縣政府,,,,15,211,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
467,嘉義縣政府民政處-最新消息-新聞資訊,嘉義縣政府,嘉義縣政府,,,,20,189,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
468,嘉義縣政府民政處-最新消息-公告資訊,嘉義縣政府,嘉義縣政府,,,,23,206,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
469,嘉義縣政府民政處-最新消息-徵才資訊,嘉義縣政府,嘉義縣政府,,,,19,251,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
470,嘉義縣政府民政處-最新消息-活動資訊,嘉義縣政府,嘉義縣政府,,,,14,204,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
471,嘉義縣政府民政處-業務項目-資訊公開專區,嘉義縣政府,嘉義縣政府,,,,22,200,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
472,嘉義縣政府民政處-便民服務-殯葬行為宣指導影片,嘉義縣政府,嘉義縣政府,,,,14,185,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
473,嘉義縣政府民政處-便民服務-嘉義縣政府18鄉政事殯葬業務行政透明專區,嘉義縣政府,嘉義縣政府,,,,15,171,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
474,嘉義縣政府民政處-便民服務-服務項目,嘉義縣政府,嘉義縣政府,,,,17,202,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
475,嘉義縣政府民政處-便民服務-檔案下載,嘉義縣政府,嘉義縣政府,,,,18,165,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
476,嘉義縣政府民政處-遊說資訊專區-遊說法規,嘉義縣政府,嘉義縣政府,,,,12,210,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
477,嘉義縣政府民政處-遊說資訊專區-遊說登記及財務申報,嘉義縣政府,嘉義縣政府,,,,24,272,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
478,嘉義縣政府民政處-遊說資訊專區-罰則,嘉義縣政府,嘉義縣政府,,,,22,191,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
479,嘉義縣政府民政處-遊說資訊專區-遊說書表,嘉義縣政府,嘉義縣政府,,,,14,234,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
480,嘉義縣政府民政處-相關網站,嘉義縣政府,嘉義縣政府,,,,12,256,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
481,嘉義縣政府教育處_新聞資訊,嘉義縣政府,嘉義縣政府,,,,11,265,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
482,嘉義縣政府教育處-最新訊息-公告資訊,嘉義縣政府,嘉義縣政府,,,,12,319,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
483,嘉義縣政府教育處-最新訊息-徵才資訊,嘉義縣政府,嘉義縣政府,,,,20,221,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
484,嘉義縣政府教育處-最新訊息-教育訊息,嘉義縣政府,嘉義縣政府,,,,16,243,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
485,嘉義縣政府教育處-業務項目-資訊公開專區,嘉義縣政府,嘉義縣政府,,,,18,199,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
486,嘉義縣政府教育處-便民服務-檔案下載,嘉義縣政府,嘉義縣政府,,,,17,226,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
487,嘉義縣政府教育處-便民服務-服務項目,嘉義縣政府,嘉義縣政府,,,,21,235,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
488,嘉義縣政府教育處-相關網站,嘉義縣政府,嘉義縣政府,,,,19,228,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
489,嘉義縣政府主計處-訊息發布-公告資訊,嘉義縣政府,嘉義縣政府,,,,16,207,"ArticleType: 公告模式:0.文章 1.附件 2.連結,FileName: 文章檔案,Link: 文章連結,其餘欄位的說明為格式欄位"
